time,side,reason,sl_dist
2025-02-18 21:45:00+00:00,BUY,MIN_STOP,1.3340222360025584
2025-02-18 23:20:00+00:00,SELL,MIN_STOP,1.2577291538036361
2025-02-19 01:40:00+00:00,BUY,MIN_STOP,1.4836536898720218
2025-02-19 02:35:00+00:00,SELL,MIN_STOP,1.8891055779604395
2025-02-19 05:05:00+00:00,BUY,MIN_STOP,1.7683015708329737
2025-02-19 06:40:00+00:00,SELL,MIN_STOP,1.8023177397584829
2025-02-19 07:10:00+00:00,BUY,MIN_STOP,1.8499806312926084
2025-02-19 23:05:00+00:00,BUY,MIN_STOP,1.8429650587780964
2025-02-20 01:30:00+00:00,SELL,MIN_STOP,1.7713484790887182
2025-02-20 04:05:00+00:00,SELL,MIN_STOP,1.8303383527754362
2025-02-20 05:10:00+00:00,BUY,MIN_STOP,1.718878802513946
2025-02-20 06:40:00+00:00,SELL,MIN_STOP,1.569736948960388
2025-02-20 06:55:00+00:00,BUY,MIN_STOP,1.644417088149835
2025-02-20 09:35:00+00:00,SELL,MIN_STOP,1.7036831520322655
2025-02-20 10:15:00+00:00,BUY,MIN_STOP,1.764165954598103
2025-02-20 10:40:00+00:00,SELL,MIN_STOP,1.8183989110016738
2025-02-20 21:55:00+00:00,SELL,MIN_STOP,1.5798482915544818
2025-02-20 23:25:00+00:00,BUY,MIN_STOP,1.3540447968363878
2025-02-21 00:25:00+00:00,SELL,MIN_STOP,1.386214545124347
2025-02-21 01:05:00+00:00,BUY,MIN_STOP,1.6036663497503445
2025-02-24 00:00:00+00:00,SELL,MIN_STOP,1.8530381925179678
2025-02-24 20:30:00+00:00,SELL,MIN_STOP,1.6427618268981155
2025-02-24 20:45:00+00:00,BUY,MIN_STOP,1.6375450423352838
2025-02-24 23:15:00+00:00,SELL,MIN_STOP,1.384643407479539
2025-02-24 23:40:00+00:00,BUY,MIN_STOP,1.484684971393456
2025-02-25 00:00:00+00:00,SELL,MIN_STOP,1.5449744392747224
2025-02-25 01:10:00+00:00,BUY,MIN_STOP,1.4622919857260444
2025-02-25 01:40:00+00:00,SELL,MIN_STOP,1.6530370843949722
2025-02-25 02:05:00+00:00,BUY,MIN_STOP,1.8137107998151283
2025-02-25 02:55:00+00:00,SELL,MIN_STOP,1.7295690688420897
2025-02-25 05:15:00+00:00,BUY,MIN_STOP,1.9705991912813197
2025-02-25 06:05:00+00:00,SELL,MIN_STOP,1.919597174945717
2025-02-25 07:00:00+00:00,BUY,MIN_STOP,1.8604279329255742
2025-02-25 12:00:00+00:00,SELL,MIN_STOP,1.8635637868116566
2025-02-25 12:20:00+00:00,BUY,MIN_STOP,1.8470291859119847
2025-02-25 23:40:00+00:00,BUY,MIN_STOP,1.8075006150845598
2025-02-26 11:10:00+00:00,BUY,MIN_STOP,1.9456397383149424
2025-02-26 12:25:00+00:00,SELL,MIN_STOP,1.6418198145620924
2025-02-26 19:50:00+00:00,SELL,MIN_STOP,1.7960309791661044
2025-02-26 20:35:00+00:00,BUY,MIN_STOP,1.6802256771935844
2025-02-26 23:05:00+00:00,SELL,MIN_STOP,1.4069279544870443
2025-02-26 23:20:00+00:00,BUY,MIN_STOP,1.3612295488710906
2025-02-27 00:10:00+00:00,SELL,MIN_STOP,1.3107018423725785
2025-02-27 01:40:00+00:00,BUY,MIN_STOP,1.6687696016261717
2025-02-27 01:55:00+00:00,SELL,MIN_STOP,1.7205846453003448
2025-02-27 23:30:00+00:00,SELL,MIN_STOP,1.998010759925543
2025-02-28 00:25:00+00:00,BUY,MIN_STOP,1.6718791511874351
2025-03-03 05:05:00+00:00,SELL,MIN_STOP,1.9493203654158926
2025-03-03 06:05:00+00:00,BUY,MIN_STOP,1.915085169119803
2025-03-03 07:20:00+00:00,SELL,MIN_STOP,1.9054148127344195
2025-03-03 08:05:00+00:00,BUY,MIN_STOP,1.9017663806022571
2025-03-04 00:20:00+00:00,BUY,MIN_STOP,1.811901369584406
