stop_mode,atr_period,atr_init_mult,tp_r,trail_start_r,atr_trail_mult,chan_lookback,max_hold_bars,dynamic_risk,disable_tp,trades,winners,win_rate,initialBalance,finalEquity,netpnl,netpnl_pct,max_dd_pct,avgpnl,maxWinsStreak,maxLossesStreak,max_streak_loss_cash,max_streak_profit_cash,profit_factor,expectancy,n_exit_TP,skipped_min_sl,pct_notional_capped,avg_notional,p95_notional,max_notional,score
chandelier,10,2,3,0,0,100,,FALSE,FALSE,4545,3683,81.0341,100000,1571966.12,1471966.12,1471.97,-1.25,323.8649,42,5,-1789.42,20155.61,6.8648,323.8649,201,208,27.17,274191.58,500000,500000,6420.4
chandelier,10,1,3,0,0,60,,FALSE,FALSE,4436,3895,87.8043,100000,1684194.13,1584194.13,1584.19,-1.39,357.1222,50,4,-1029.06,24612.63,14.2689,357.1222,156,317,31.94,298197.22,500000,500000,6413.9
chandelier,15,2,1.5,0,0,60,,FALSE,FALSE,4440,3383,76.1937,100000,1262053.11,1162053.11,1162.05,-0.96,261.7237,24,6,-2254.49,10661.67,4.5586,261.7237,636,313,36.46,331062.82,500000,500000,6393.45
chandelier,15,1,2,0,0,160,,FALSE,FALSE,4608,4336,94.0972,100000,2070791.07,1970791.07,1970.79,-1.81,427.689,143,5,-1256.89,68204.74,33.5746,427.689,161,145,16.62,199065.6,500000,500000,6338.89
chandelier,15,1,2.5,0,0,60,,FALSE,FALSE,4434,3902,88.0018,100000,1690127.18,1590127.18,1590.13,-1.42,358.6214,50,4,-933.76,24572.85,14.8322,358.6214,198,319,32.34,298891.97,500000,500000,6301.57
chandelier,15,1,2,0,0,60,,FALSE,FALSE,4434,3907,88.1146,100000,1688785.42,1588785.42,1588.79,-1.42,358.3188,50,4,-933.76,24572.85,14.889,358.3188,276,319,32.34,298891.97,500000,500000,6300.03
chandelier,15,1,3,0,0,60,,FALSE,FALSE,4434,3898,87.9116,100000,1690256.77,1590256.77,1590.26,-1.42,358.6506,50,4,-933.76,24572.85,14.7774,358.6506,146,319,32.34,298891.97,500000,500000,6299.06
chandelier,10,2,1,0,0,60,,FALSE,FALSE,4465,3514,78.701,100000,1282636.98,1182636.98,1182.64,-1.01,264.8683,23,6,-2229.09,10697.01,4.9317,264.8683,944,288,36.66,329915.89,500000,500000,6282.58
chandelier,5,1,3,0,0,60,,FALSE,FALSE,4447,3870,87.025,100000,1676787,1576787,1576.79,-1.43,354.5732,50,4,-1061.52,24072.6,13.3411,354.5732,151,306,31.64,297477.8,500000,500000,6203.42
chandelier,15,1,2,0,0,140,,FALSE,FALSE,4593,4296,93.5336,100000,2030550.74,1930550.74,1930.55,-1.81,420.3246,143,5,-1256.89,67510.54,30.136,420.3246,170,160,18.22,210800.49,500000,500000,6191.43
chandelier,10,2,1.5,0,0,60,,FALSE,FALSE,4465,3393,75.991,100000,1279041.96,1179041.96,1179.04,-1.01,264.0631,23,6,-2229.09,10912.75,4.6038,264.0631,658,288,36.66,329915.89,500000,500000,6143.26
